Table S1. Identification and collection information for all specimens submitted to BOLD in this study.,,,,
NID #,Species name,Collection location,GenBank COI Acc. #,Other GenBank Accessions associated with the specimen
N7321,Mesocriconema sphaerocephalum,"USA: Kokejohn Lake, Crescent Lake National Wildlife Refuge, Garden County, Nebraska",MN711174,
N3,Mesocriconema xenoplax,"USA: Gabelman Forest, Timmas Farm Ecological Forest Reserve, Cass County, Nebraska",KJ787901,
N173,Mesocriconema xenoplax,"USA: Along the Middle Loup River in Hooker County, Nebraska",KJ787902,
N583,Mesocriconema xenoplax,"USA: Wakulla Springs State Park, Wakulla County, FL",KJ787880,
N584,Mesocriconema xenoplax,"USA: Ichetucknee Springs State Park, Columbia County, FL",KJ787885,
N588,Mesocriconema xenoplax,"USA: Ichetucknee Springs State Park, Columbia County, FL",KJ787886,
N607,Mesocriconema xenoplax,"USA: Schluckebier Prairie State Natural Area, North Parcel, Sauk County, Wisconsin",KJ787881,
N724,Mesocriconema xenoplax,"USA: Chimney Creek, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KJ787906,
N728,Mesocriconema xenoplax,"USA: Pickens County, SC",KJ787873,MF094896 (NC18S-ITS1)
N729,Mesocriconema xenoplax,"USA: Pickens County, SC",KJ787874,
N730,Mesocriconema xenoplax,"USA: Pickens County, SC",KJ787875,
N733,Mesocriconema xenoplax,"USA: Ozark National Forest, Washington County, Arkansas",KJ787882,
N735,Mesocriconema xenoplax,"USA: Ozark National Forest, Washington County, Arkansas",KJ787883,
N736,Mesocriconema xenoplax,"USA: USDA Southeastern Fruit and Nut Research Station, Peach County, Georgia",KJ787887,
N746,Mesocriconema xenoplax,"Canada: Central Kootenay, Crawford Bay, British Columbia Province",KJ787907,
N747,Mesocriconema xenoplax,"Canada: Central Kootenay, Crawford Bay, British Columbia Province",KJ787908,
N944,Mesocriconema xenoplax,"USA: Gabelman Forest, Timmas Farm Ecological Forest Reserve, Cass County, Nebraska",KJ787903,
N945,Mesocriconema xenoplax,"USA: Gabelman Forest, Timmas Farm Ecological Forest Reserve, Cass County, Nebraska",KJ787904,
N947,Mesocriconema xenoplax,"USA: Gabelman Forest, Timmas Farm Ecological Forest Reserve, Cass County, Nebraska",KJ787905,
N999,Mesocriconema xenoplax,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",KJ787896,
N1024,Mesocriconema xenoplax,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",KJ787897,
N1025,Mesocriconema xenoplax,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",KJ787898,
N1028,Mesocriconema xenoplax,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",KJ787899,
N1072,Mesocriconema xenoplax,"USA: Nine-Mile Prairie, Section A, Lancaster County, Nebraska",KJ787913,
N1073,Mesocriconema xenoplax,"USA: Nine-Mile Prairie, Section A, Lancaster County, Nebraska",KJ787914,
N1215,Mesocriconema xenoplax,"USA: Long Branch Stream Valley Park, Accotink Creek Watershed, Fairfax County, Virgina",KJ787900,
N1216,Mesocriconema xenoplax,"USA: Long Branch Stream Valley Park, Accotink Creek Watershed, Fairfax County, Virgina",MN711175,
N1217,Mesocriconema xenoplax,"USA: Spring Green Prairie Preserve, Sauk County, Wisconsin",KJ787884,
N1267,Mesocriconema xenoplax,"USA: Great Falls Park, George Washington Memorial Parkway (GWMP), Fairfax County, Virginia",KJ787909,
N1276,Mesocriconema xenoplax,"USA: Great Falls Park, George Washington Memorial Parkway (GWMP), Fairfax County, Virginia",KJ787910,
N1294,Mesocriconema xenoplax,"USA: Clemson University Musser Fruit Research Farm, Oconee County, South Carolina",KJ787876,
N1297,Mesocriconema xenoplax,"USA: Clemson University Musser Fruit Research Farm, Oconee County, South Carolina",KJ787877,
N1298,Mesocriconema xenoplax,"USA: Clemson University Musser Fruit Research Farm, Oconee County, South Carolina",KJ787878,
N1327,Mesocriconema xenoplax,"USA: Fresno County, California",KU236636,
N1346,Mesocriconema xenoplax,"USA: Great Falls Park, George Washington Memorial Parkway (GWMP), Fairfax County, VA",KY574831,MF094915 (NC18S-ITS1)
N1361,Mesocriconema xenoplax,"USA: Leiter Mansion Ruins, George Washington Memorial Parkway (GWMP), Fairfax County VA",KY574643,
N1368,Mesocriconema xenoplax,"USA: Nine-Mile Prairie, Section B, Lancaster County, Nebraska",KJ787915,
N1375,Mesocriconema xenoplax,"USA: Nine-Mile Prairie, Section B, Lancaster County, Nebraska",KJ787916,MF094916 (NC18S)
N1397,Mesocriconema xenoplax,"USA: Turkey Run Trail, George Washington Memorial Parkway (GWMP), Fairfax County, Virginia",KY574644,
N1451,Mesocriconema xenoplax,"USA: Roaches Run Waterfowl Sanctuary, George Washington Memorial Parkway (GWMP), Arlington County, Virginia",KJ788063,
N2262,Mesocriconema xenoplax,"USA: Ft. Marcy, George Washington Memorial Parkway (GWMP), Arlington County, Virgina",KY574645,
N2269,Mesocriconema xenoplax,"USA: Ft. Marcy, George Washington Memorial Parkway (GWMP), Arlington County, Virgina",MN711176,
N2528,Mesocriconema xenoplax,"USA: Nine-Mile Prairie, Section A, Lancaster County, Nebraska",KY574650,
N2557,Mesocriconema xenoplax,"USA: Autauga County, Alabama",KY574633,MF094929 (NC18S-ITS1)
N2558,Mesocriconema xenoplax,"USA: Autauga County, Alabama",MN711177,
N2577,Mesocriconema xenoplax,"USA: Chilton County, Alabama",KY574624,
N2604,Mesocriconema xenoplax,"USA: Chilton County, Alabama",MN711178,
N2610,Mesocriconema xenoplax,"USA: Chilton County, Alabama",MN711179,
N2611,Mesocriconema xenoplax,"USA: Chilton County, Alabama",MN711180,
N2615,Mesocriconema xenoplax,"USA: Chilton County, Alabama",KY574634,
N2618,Mesocriconema xenoplax,"USA: Chilton County, Alabama",KY574635,
N2619,Mesocriconema xenoplax,"USA: Chilton County, Alabama",MN711181,
N2622,Mesocriconema xenoplax,"USA: Chilton County, Alabama",KY574623,
N2694,Mesocriconema xenoplax,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MF770909,MF094932 (NC18S)
N2719,Mesocriconema xenoplax,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MN711182,
N2720,Mesocriconema xenoplax,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MN711183,
N2727,Mesocriconema xenoplax,"USA: Purchase Knob, Great Smoky Mountains National Park (GRSM), Haywood County, North Carolina",MN711184,
N2728,Mesocriconema xenoplax,"USA: Purchase Knob, Great Smoky Mountains National Park (GRSM), Haywood County, North Carolina",MN711185,
N2842,Mesocriconema xenoplax,"USA: Double Springs Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711186,
N2844,Mesocriconema xenoplax,"USA: Double Springs Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711187,
N2849,Mesocriconema xenoplax,"USA: Konza Prairie Biological Station (KPBS), Geary County, Kansas",KY574651,
N2850,Mesocriconema xenoplax,"USA: Konza Prairie Biological Station (KPBS), Geary County, Kansas",KY574652,
N2851,Mesocriconema xenoplax,"USA: Konza Prairie Biological Station (KPBS), Geary County, Kansas",MN711188,
N2853,Mesocriconema xenoplax,"USA: Konza Prairie Biological Station (KPBS), Geary County, Kansas",MN711189,
N2855,Mesocriconema xenoplax,"USA: Double Springs Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711190,
N2857,Mesocriconema xenoplax,"USA: Double Springs Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711191,
N2858,Mesocriconema xenoplax,"USA: Double Springs Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711192,
N2863,Mesocriconema xenoplax,"USA: Konza Prairie Biological Station (KPBS), Geary County, Kansas",KY574653,
N2864,Mesocriconema xenoplax,"USA: Konza Prairie Biological Station (KPBS), Geary County, Kansas",MN711193,
N2869,Mesocriconema xenoplax,"USA: Double Springs Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KY574646,
N2873,Mesocriconema xenoplax,"USA: Double Springs Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711194,
N2874,Mesocriconema xenoplax,"USA: Double Springs Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711195,
N2891,Mesocriconema xenoplax,"USA: Konza Prairie Biological Station (KPBS), Geary County, Kansas",KY574654,
N2892,Mesocriconema xenoplax,"USA: Konza Prairie Biological Station (KPBS), Geary County, Kansas",KY574655,
N2893,Mesocriconema xenoplax,"USA: Konza Prairie Biological Station (KPBS), Geary County, Kansas",MN711196,
N2896,Mesocriconema xenoplax,"USA: Konza Prairie Biological Station (KPBS), Geary County, Kansas",MN711197,
N2933,Mesocriconema xenoplax,"USA: West Point, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KY574647,
N2945,Mesocriconema xenoplax,"USA: West Point, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711198,
N2998,Mesocriconema xenoplax,"USA: Cades Cove, Great Smoky Mountains National Park (GRSM), Blount County, Tennessee",MN711199,
N3008,Mesocriconema xenoplax,"USA: Goshen Prong, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KY574648,
N3013,Mesocriconema xenoplax,"USA: Beech Gap Forest, Trillium Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711200,
N3078,Mesocriconema xenoplax,"USA: Gifford Woods State Park, Rutland County, Vermont",KY574639,MF094971 (NC18S)
N3084,Mesocriconema xenoplax,"USA: Hayden Prairie State Preserve, Howard County, Iowa",MN711201,
N3112,Mesocriconema xenoplax,"USA: Hayden Prairie State Preserve, Howard County, Iowa",MN711202,
N3124,Mesocriconema xenoplax,"USA: Hayden Prairie State Preserve, Howard County, Iowa",KY574656,
N3153,Mesocriconema xenoplax,"USA: Turkey Run Trail, George Washington Memorial Parkway (GWMP), Fairfax County, Virginia",KY574649,
N3154,Mesocriconema xenoplax,"USA: Turkey Run Trail, George Washington Memorial Parkway (GWMP), Fairfax County, Virginia",MN711203,
N3208,Mesocriconema xenoplax,"USA: Ichetucknee Springs State Park, Columbia County, Florida",KY574625,
N3246,Mesocriconema xenoplax,"USA: Oconaluftee, Great Smoky Mountains National Park (GRSM), Swain County, North Carolina",MN711204,
N3253,Mesocriconema xenoplax,"USA: Oconaluftee, Great Smoky Mountains National Park (GRSM), Swain County, North Carolina",MN711205,
N3316,Mesocriconema xenoplax,"USA: Twin Creeks, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KY574640,
N3320,Mesocriconema xenoplax,"USA: Twin Creeks, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KY574832, MF094992 (NC18S-ITS1)
N3342,Mesocriconema xenoplax,"USA: Torreya State Park, Liberty County, Florida",KY574636,
N3361,Mesocriconema xenoplax,"USA: Raspberry Island, Apostle Islands National Lakeshore, Bayfield County, Wisconsin",KY574641,
N3371,Mesocriconema xenoplax,"USA: Raspberry Island, Apostle Islands National Lakeshore, Bayfield County, Wisconsin",MN711206,
N3372,Mesocriconema xenoplax,"USA: Raspberry Island, Apostle Islands National Lakeshore, Bayfield County, Wisconsin",MN711207,
N3373,Mesocriconema xenoplax,"USA: Raspberry Island, Apostle Islands National Lakeshore, Bayfield County, Wisconsin",MN711208,
N3374,Mesocriconema xenoplax,"USA: Raspberry Island, Apostle Islands National Lakeshore, Bayfield County, Wisconsin",MN711209,
N3481,Mesocriconema xenoplax,"USA: Bald Cypress Swamp, Wakulla Springs State Park, Wakulla County, Florida",MN711210,
N3491,Mesocriconema xenoplax,"USA: West Point, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MF770951,MF095002 (NC18S)
N3492,Mesocriconema xenoplax,"USA: West Point, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711211,
N4110,Mesocriconema xenoplax,"USA: Canyonlands-South Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",MN711212,
N4190,Mesocriconema xenoplax,"USA: Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",MN711213,
N4201,Mesocriconema xenoplax,"USA: Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",MN711214,
N4284,Mesocriconema xenoplax,"USA: Canyonlands-South Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",MN711215,
N5508,Mesocriconema xenoplax,"USA: Oconaluftee, Great Smoky Mountains National Park (GRSM), Swain County, North Carolina",MN711216,
N5587,Mesocriconema xenoplax,"USA: Tuskegee National Forest, Macon County, Alabama",KY574626,MF095021 (NC18S-ITS1)
N5592,Mesocriconema xenoplax,"USA: Canyonlands-South Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",KY574627,
N5593,Mesocriconema xenoplax,"USA: Canyonlands-South Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",KY574628,
N5603,Mesocriconema xenoplax,"USA: Canyonlands-South Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",MF770959,MF095022 (NC18S)
N5638,Mesocriconema xenoplax,"USA: Tuskegee National Forest, Macon County, Alabama",KY574629,
N5643,Mesocriconema xenoplax,"USA: Big Sandy Creek Unit, Big Thicket National Preserve (BITH), Polk County, Texas",KY574630,
N5645,Mesocriconema xenoplax,"USA: Big Sandy Creek Unit, Big Thicket National Preserve (BITH), Polk County, Texas",KY574631,
N5712,Mesocriconema xenoplax,"USA: Ichetucknee Springs State Park, Columbia County, Florida",MN711217,
N5713,Mesocriconema xenoplax,"USA: Ichetucknee Springs State Park, Columbia County, Florida",MN711218,
N5714,Mesocriconema xenoplax,"USA: Ichetucknee Springs State Park, Columbia County, Florida",MN711219,
N5715,Mesocriconema xenoplax,"USA: Ichetucknee Springs State Park, Columbia County, Florida",MN711220,
N5726,Mesocriconema xenoplax,"USA: Whitetail Creek, Black Hills National Forest, Lawrence County, South Dakota",KY574642,
N5727,Mesocriconema xenoplax,"USA: Whitetail Creek, Black Hills National Forest, Lawrence County, South Dakota",MN711221,
N5728,Mesocriconema xenoplax,"USA: Whitetail Creek, Black Hills National Forest, Lawrence County, South Dakota",MN711222,
N5731,Mesocriconema xenoplax,"USA: Whitetail Creek, Black Hills National Forest, Lawrence County, South Dakota",MN711223,
N5813,Mesocriconema xenoplax,"USA: Cuming County, Nebraska",KY574637,
N5814,Mesocriconema xenoplax,"USA: Cuming County, Nebraska",MN711224,
N5815,Mesocriconema xenoplax,"USA: Cuming County, Nebraska",MN711225,
N5816,Mesocriconema xenoplax,"USA: Cuming County, Nebraska",KY574632,
N5943,Mesocriconema xenoplax,"USA: Tulare County, California",KY574638,
N6881,Mesocriconema xenoplax,Iran: Fars,MN711226,
N7118,Mesocriconema xenoplax,"USA: Yellowstone County, Montana",MN711227,
N7119,Mesocriconema xenoplax,"USA: Yellowstone County, Montana",MN711228,
N7120,Mesocriconema xenoplax,"USA: Yellowstone County, Montana",MN711229,
N7168,Mesocriconema xenoplax,"USA: Manatee County, Florida",MN711230,
N7175,Mesocriconema xenoplax,"USA: Manatee County, Florida",MN711231,
N8222,Mesocriconema xenoplax,"Canada: Newport Forest, Ontario",MN711232,
N9010,Mesocriconema xenoplax,"Canada: Mt. St. Hilaire, Quebec",MN711233,
N9014,Mesocriconema xenoplax,"Canada: Mt. St. Hilaire, Quebec",MN711234,
N9018,Mesocriconema xenoplax,"Canada: Mt. St. Hilaire, Quebec",MN711235,
N9103,Mesocriconema xenoplax,"Canada: Newport Forest, Ontario",MN711236,
N9121,Mesocriconema xenoplax,"Canada: Newport Forest, Ontario",MN711237,
N9304,Mesocriconema xenoplax,"Canada: Mt. St. Hilaire, Quebec",MN711238,
N9315,Mesocriconema xenoplax,"Canada: Mt. St. Hilaire, Quebec",MN711239,
N9443,Mesocriconema xenoplax,"USA: Grahamwood Forest, Yancey County, North Carolina",MN711240,
N9480,Mesocriconema xenoplax,"USA: Angeline Conservation Area, Glade 102, Shannon County, Missouri",MN711241,
N10923,Mesocriconema xenoplax,"Canada: Summerland, British Columbia Province",MN711242,
N10925,Mesocriconema xenoplax,"Canada: Summerland, British Columbia Province",MN711243,
N10927,Mesocriconema xenoplax,"Canada: Summerland, British Columbia Province",MN711244,
N10928,Mesocriconema xenoplax,"Canada: Summerland, British Columbia Province",MN711245,
N10934,Mesocriconema xenoplax,"Canada: Summerland, British Columbia Province",MN711246,
N10943,Mesocriconema xenoplax,"Canada: Summerland, British Columbia Province",MN711247,
N10944,Mesocriconema xenoplax,"Canada: Summerland, British Columbia Province",MN711248,
N10945,Mesocriconema xenoplax,"Canada: Summerland, British Columbia Province",MN711249,
N10946,Mesocriconema xenoplax,"Canada: Summerland, British Columbia Province",MN711250,
P74053,Mesocriconema xenoplax,"USA: Fresno County, CA",KJ787911,
P194033,Mesocriconema xenoplax,"USA: Konza Prairie Biological Station (KPBS), Riley County, KS",KJ787912,
P231026,Mesocriconema xenoplax,"USA: USDA Southeastern Fruit and Nut Research Station, Peach County, Georgia",KJ787888,
P231028,Mesocriconema xenoplax,"USA: USDA Southeastern Fruit and Nut Research Station, Peach County, Georgia",KJ787889,
P231030,Mesocriconema xenoplax,"USA: USDA Southeastern Fruit and Nut Research Station, Peach County, Georgia",KJ787879,
P231031,Mesocriconema xenoplax,"USA: USDA Southeastern Fruit and Nut Research Station, Peach County, Georgia",KJ787890,
P231032,Mesocriconema xenoplax,"USA: USDA Southeastern Fruit and Nut Research Station, Peach County, Georgia",KJ787891,
P231034,Mesocriconema xenoplax,"USA: USDA Southeastern Fruit and Nut Research Station, Peach County, Georgia",KJ787892,
P231035,Mesocriconema xenoplax,"USA: USDA Southeastern Fruit and Nut Research Station, Peach County, Georgia",KJ787893,
P231036,Mesocriconema xenoplax,"USA: USDA Southeastern Fruit and Nut Research Station, Peach County, Georgia",KJ787894,
P231037,Mesocriconema xenoplax,"USA: USDA Southeastern Fruit and Nut Research Station, Peach County, Georgia",KJ787895,
N238,Neolobocriconema serratum,"USA: Nursery, Douglas County, Nebraska",KU236634,HM116031 (18S-3’)
P151049,Nothocriconemoides sp.,"Costa Rica: La Selva Biological Station, Plot 801, Heredia Province, Sarapiqui County",KJ788064,"FJ489536 (18S-3’),  HM116086 (CytB)"
P151052,Nothocriconemoides sp.,"Costa Rica: La Selva Biological Station, Plot 801, Heredia Province, Sarapiqui County",MN711251,"FJ489538 (18S-3’),  HM116087 (CytB)"
N606,Ogma decalineatus,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",MN711252,
N703,Ogma decalineatus,"USA: Schluckebier Prairie State Natural Area, North Parcel, Sauk County, Wisconsin",MN711253,
N766,Ogma decalineatus,"USA: Halsey National Forest, Hooker County, Nebraska",MN711254,
N1304,Ogma decalineatus,"USA: Nine-Mile Prairie, Section D, Lancaster County, Nebraska",MN711255,
N1334,Ogma decalineatus,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",MN711256,
N1335,Ogma decalineatus,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",MN711257,
N1355,Ogma decalineatus,"USA: Nine-Mile Prairie, Section D, Lancaster County, Nebraska",MN711258,
N1418,Ogma decalineatus,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",MN711259,
N2852,Ogma decalineatus,"USA: Konza Prairie Biological Station (KPBS), Geary County, Kansas",MN711260,
N2975,Ogma decalineatus,"USA: Red Rock Prairie Preserve-West Unit, Cottonwood County, Minnesota",MF770924,MF094952 (NC18S)
N2976,Ogma decalineatus,"USA: Red Rock Prairie Preserve-West Unit, Cottonwood County, Minnesota",MF770925,MF094953 (NC18S
N5935,Ogma decalineatus,"USA: Homestead National Monument, Gage County, Nebraska",MN711261,
N5936,Ogma decalineatus,"USA: Homestead National Monument, Gage County, Nebraska",MN711262,
N5941,Ogma decalineatus,"USA: Homestead National Monument, Gage County, Nebraska",MN711263,
N5743,Ogma duodevigintilineatus,"USA, El Yunque National Forest, Rio Grande County, Puerto Rico",MN711264,
N5751,Ogma duodevigintilineatus,"USA, El Yunque National Forest, Rio Grande County, Puerto Rico",MN711265,
N5752,Ogma duodevigintilineatus,"USA, El Yunque National Forest, Rio Grande County, Puerto Rico",MN711266,
N5753,Ogma duodevigintilineatus,"USA, El Yunque National Forest, Rio Grande County, Puerto Rico",MN711267,
N287,Ogma murrayi,"USA: Wisconsin River Watershed, Sauk County, Wisconsin",MN711268,HM116039 (18S-3’)
N1117,Ogma murrayi,"USA: Arena Pines and Sand Barrens State Natural Area, Iowa County, Wisconsin",MN711269,
N1118,Ogma murrayi,"USA: Arena Pines and Sand Barrens State Natural Area, Iowa County, Wisconsin",MN711270,
N1425,Ogma murrayi,"USA: Dyke Marsh Wildlife Preserve, George Washington Memorial Parkway (GWMP), Fairfax County, Virginia",MN711271,
N1493,Ogma murrayi,"USA: Roy E. Larsen Sandyland Sanctuary, Hardin County, Texas",MN711272,
N2573,Ogma murrayi,"USA: Santa Cruz Island Reserve, Santa Barbara County, California",MF770907,MF094930 (NC18S)
N2574,Ogma murrayi,"USA: Santa Cruz Island Reserve, Santa Barbara County, California",MN711273,
N2575,Ogma murrayi,"USA: Santa Cruz Island Reserve, Santa Barbara County, California",MN711274,
N2588,Ogma murrayi,"USA: Santa Cruz Island Reserve, Santa Barbara County, California",MN711275,
N3261,Ogma murrayi,"USA: Ozark National Forest, Washington County, Arkansas",MN711276,
N3262,Ogma murrayi,"USA: Ozark National Forest, Washington County, Arkansas",MF770945,MF094986 (NC18S)
N3263,Ogma murrayi,"USA: Ozark National Forest, Washington County, Arkansas",MN711277,
N3456,Ogma murrayi,"USA: Bald Cypress Swamp, Wakulla Springs State Park, Wakulla County, Florida",MN711278,
N3469,Ogma murrayi,"USA: Bald Cypress Swamp, Wakulla Springs State Park, Wakulla County, Florida",MN711279,
N5711,Ogma murrayi,"USA: Ichetucknee Springs State Park, Columbia County, Florida",MN711280,
N9255,Ogma murrayi,"Poland: ?omna Las, Masovia",MN711281,
N9257,Ogma murrayi,"Poland: ?omna Las, Masovia",MN711282,
N9488,Ogma murrayi,"USA: Angeline Conservation Area, Glade 102, Shannon County, Missouri",MN711283,
P83051,Ogma murrayi,"Canada: Eastman Region, Manitoba",MN711284,HM116008 (18S-3’)
N27,Ogma octangularis,"USA: Mt. Philo State Park, Chittenden County, Vermont",MN711285,HM116027 (18S-3’)
N29,Ogma octangularis,"USA: Mt. Philo State Park, Chittenden County, Vermont",MN711286,HM116029 (18S-3’)
N989,Ogma octangularis,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MN711287,
N1008,Ogma octangularis,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MN711288,
N1162,Ogma octangularis,"USA: Hort Woods, Tippecanoe County, Indiana",MN711289,
N1177,Ogma octangularis,"USA: Spring Green Prairie Preserve, Sauk County, Wisconsin",MN711290,
N1466,Ogma octangularis,"USA: Purchase Knob, Great Smoky Mountains National Park (GRSM), Haywood County, North Carolina",MN711291,
N2523,Ogma octangularis,"USA: Michigan State University Water Quality Research Site, Ingham County, Michigan",MN711292,
N2709,Ogma octangularis,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MN711293,
N2717,Ogma octangularis,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MN711294,
N2743,Ogma octangularis,"USA: Purchase Knob, Great Smoky Mountains National Park (GRSM), Haywood County, North Carolina",MN711295,
N2746,Ogma octangularis,"USA: Purchase Knob, Great Smoky Mountains National Park (GRSM), Haywood County, North Carolina",MN711296,
N2748,Ogma octangularis,"USA: Purchase Knob, Great Smoky Mountains National Park (GRSM), Haywood County, North Carolina",MN711297,
N2788,Ogma octangularis,"USA: Goshen Prong, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711298,
N2789,Ogma octangularis,"USA: Goshen Prong, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711299,
N2790,Ogma octangularis,"USA: Goshen Prong, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711300,
N2792,Ogma octangularis,"USA: Goshen Prong, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711301,
N2797,Ogma octangularis,"USA: Goshen Prong, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711302,
N2798,Ogma octangularis,"USA: Goshen Prong, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711303,
N2799,Ogma octangularis,"USA: Goshen Prong, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711304,
N2800,Ogma octangularis,"USA: Goshen Prong, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711305,
N2985,Ogma octangularis,"USA: Gifford Woods State Park, Rutland County, Vermont",MF770926,MF094954 (NC18S)
N2987,Ogma octangularis,"USA: Gifford Woods State Park, Rutland County, Vermont",MN711306,
N2988,Ogma octangularis,"USA: Gifford Woods State Park, Rutland County, Vermont",MN711307,
N2990,Ogma octangularis,"USA: Gifford Woods State Park, Rutland County, Vermont",MN711308,
N2991,Ogma octangularis,"USA: Gifford Woods State Park, Rutland County, Vermont",MF770928,MF094956 (NC18S)
N3004,Ogma octangularis,"USA: Goshen Prong, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MF770932,MF094961 (NC18S)
N3005,Ogma octangularis,"USA: Goshen Prong, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MF770933,MF094962 (NC18S)
N3006,Ogma octangularis,"USA: Goshen Prong, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711309,
N3009,Ogma octangularis,"USA: Goshen Prong, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711310,
N3054,Ogma octangularis,"USA: Cataloochee, Great Smoky Mountains National Park (GRSM), Haywood County, North Carolina",MN711311,
N3063,Ogma octangularis,"USA: Cataloochee, Great Smoky Mountains National Park (GRSM), Haywood County, North Carolina",MN711312,
N3064,Ogma octangularis,"USA: Cataloochee, Great Smoky Mountains National Park (GRSM), Haywood County, North Carolina",MN711313,
N3065,Ogma octangularis,"USA: Cataloochee, Great Smoky Mountains National Park (GRSM), Haywood County, North Carolina",MN711314,
N3102,Ogma octangularis,"USA: Cataloochee, Great Smoky Mountains National Park (GRSM), Haywood County, North Carolina",MN711315,
N3356,Ogma octangularis,"USA: Raspberry Island, Apostle Islands National Lakeshore, Bayfield County, Wisconsin",MF770947,MF094993 (NC18S)
N3358,Ogma octangularis,"USA: Raspberry Island, Apostle Islands National Lakeshore, Bayfield County, Wisconsin",MN711316,
N3359,Ogma octangularis,"USA: Raspberry Island, Apostle Islands National Lakeshore, Bayfield County, Wisconsin",MN711317,
N3360,Ogma octangularis,"USA: Raspberry Island, Apostle Islands National Lakeshore, Bayfield County, Wisconsin",MN711318,
N3377,Ogma octangularis,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MN711319,
N3378,Ogma octangularis,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MN711320,
N7124,Ogma octangularis,"Canada: Mt. St. Hilaire, Quebec",MN711321,
N8277,Ogma octangularis,"Canada: Mt. St. Hilaire, Quebec",MN711322,
N8287,Ogma octangularis,"Canada: Mt. St. Hilaire, Quebec",MN711323,
N9006,Ogma octangularis,"Canada: Mt. St. Hilaire, Quebec",MN711324,
N9027,Ogma octangularis,"Canada: Mt. St. Hilaire, Quebec",MN711325,
N9303,Ogma octangularis,"Canada: Mt. St. Hilaire, Quebec",MN711326,
N308,Ogma seymouri,"USA: Pachaug State Forest, New London County, Connecticut",KX290581,
